sachtrongnuoc,nhom,theloai,danhsach,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon
Sách Trong Nước,Văn học,Huyền Bí - Giả Tưởng - Kinh Dị,Harry Potter Và Phòng Chứa Bí Mật - Tập 2 (Tái Bản 2017),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974145615.jpg,Harry Potter Và Phòng Chứa Bí Mật - Tập 2 (Tái Bản 2017),J.K.Rowling,NXB Trẻ,2017,Bìa Mềm,"Harry Potter Và Phòng Chứa Bí Mật - Tập 2 (Tái Bản 2017)
Harry khổ sở mong ngóng cho kì nghỉ hè kinh khủng với gia đình Dursley kết thúc. Nhưng một con gia tinh bé nhỏ tội nghiệp đã cảnh báo cho Harry biết về mối nguy hiểm chết người đang chờ cậu ở trường Hogwarts.
Trở lại trường học, Harry nghe một tin đồn đang lan truyền về phòng chứa bí mật, nơi cất giữ những bí ẩn đáng sợ dành cho giới phù thủy có nguồn gốc Muggle. Có kẻ nào đó đang phù phép làm tê liệt mọi người, khiến họ gần như đã chết, và một lời cảnh báo kinh hoàng được tìm thấy trên bức tường. Mối nghi ngờ hàng đầu – và luôn luôn sai lầm – là Harry. Nhưng một việc còn đen tối hơn thế đã được hé mở.
Harry Potter và phòng chứa bí mật, không như những bộ truyện nhiều tập khác, vẫn tuyệt hay như người anh em trước… Hogwarts là sáng tạo của một thiên tài.’- Times Literary Supplement",133.500 đ,-11%,(90 đánh giá),0
Sách Trong Nước,Văn học,Tác Phẩm Kinh Điển,Thể Xác Và Tâm Hồn - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/z/2/z24359527211395e45ae55828.jpg,Thể Xác Và Tâm Hồn - Tập 2,Maxence Van der Meersch,NXB Văn Học,2021,Bìa Mềm,"Thể xác và Tâm hồn xoay quanh những biến cố trong gia đình giáo sư Jean Doutreval, với ba người con: Mariette, Michel và Fabienne. Trong đó, Michel - cậu con trai mà ông hết lòng yêu thương - đã từ bỏ tiền đồ xán lạn được cha định sẵn, từ chối cuộc hôn nhân với con gái của một giáo sư danh giá, để đi theo tiếng gọi của lương tâm, lòng trắc ẩn, và tình yêu đích thực...

Nhưng, không đơn thuần là một câu chuyện gia đình, tác phẩm vô cùng lôi cuốn bởi những trang lột tả chân thực về một nghề rất đỗi cao cả, cực nhọc, lại vô cùng bí ẩn với những góc khuất, đó là: nghề Y.

Bức tranh hiện thực sâu sắc về nước Pháp những năm nửa đầu thế kỷ XX được khắc họa với những bất công trong xã hội, những tình yêu éo le, những cảnh đời ngang trái, những kẻ cơ hội, những bác sĩ cố chấp... Và cả những tâm hồn cao thượng, dám hy sinh, dám tranh đấu cho lý tưởng nhân đạo và lẽ phải...

Thể xác và Tâm hồn được xem là một trong những tác phẩm quan trọng nhất trong văn nghiệp của Maxence Van der Meersch. Bộ tiểu thuyết tâm lý xã hội này từng được vinh danh Giải thưởng Viện Hàn lâm Pháp năm 1943 và dịch sang 13 ngôn ngữ khác nhau.

Giới thiệu về tác giả:

Maxence Van der Meersch (1907-1951) là một trong những nhà văn nổi bật của văn học Pháp thế kỷ XX.

Ông từng tốt nghiệp ngành Luật, nhưng lại có niềm đam mê đặc biệt với văn chương. Tác phẩm đầu tay - La Maison dans la dune (1932) - đã đặt nền móng cho sự nghiệp sáng tác của ông.

Năm 1936, Maxence Van der Meersch gây tiếng vang lớn với tác phẩm L’Empreinte du dieu (Dấu ấn của Chúa), được trao giải Goncourt danh giá. Đến năm 1943, tài năng văn chương của ông tiếp tục được khẳng định với tiểu thuyết Corps et Âmes (Thể xác và Tâm hồn) - Giải thưởng Viện Hàn lâm Pháp năm 1943.",129.560 đ,-18%,(0 đánh giá),0
Sách Trong Nước,Văn học,Tác giả - Tác Phẩm,Danh Tác Văn Học Việt Nam - Nguyễn Công Hoan Truyện Ngắn Chọn Lọc,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_42417.jpg,Danh Tác Văn Học Việt Nam - Nguyễn Công Hoan Truyện Ngắn Chọn Lọc,Nguyễn Công Hoan,NXB Văn Học,2020,Bìa Mềm,"Đánh giá về bút pháp, nghệ thuật trong sáng tác của Nguyễn Công Hoan, nhà thơ Hoàng Trung Thông nhận định: ""…Nhìn thẳng vào sự thật và viết sự thật bằng tác phẩm văn học, đó là Nguyễn Công Hoan. Viết sự thật trung thành với sự thật, mà không sợ áp lực của bọn cường quyền. Đó là Nguyễn Công Hoan. Viết với cả tấm lòng, với  cả tình thương những người nghèo khổ, những người bị áp bức, bị chà đạp, tính xã hội kết hợp với tính nhân đạo. Đó cũng là Nguyễn Công Hoan ...""",72.000 đ,-20%,(1 đánh giá),0
Sách Trong Nước,Văn học,Light Novel,86-EIGHTY SIX- Ep.2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/6/86-vol-2_bia-1_1.jpg,86-EIGHTY SIX- Ep.2,"ASATO ASATO, SHIRABII",NXB Hà Nội,2021,Bìa Mềm,"86-EIGHTY SIX- Ep.2
Sau khi từ biệt Lena, nữ Handler của Cộng hòa, nhóm Tám Sáu do Shin dẫn đầu được nước láng giềng Liên bang Giad đón nhận. Tại đây, họ được trao cơ hội hưởng hòa bình và tự do. Nhưng chỉ sau một thời gian nghỉ ngơi ngắn, họ đã chọn quay lại chiến trường.
Sau khi trở thành quân nhân Liên bang, họ tiếp tục xông pha trên những mặt trận ác liệt nhất, trước khi đối mặt với đợt tổng tấn công của Legion mà Shin dự báo được nhờ dị năng của mình. Lần này họ có thêm sự đồng hành của Frederica Rosenfort, một cô bé bí ẩn kém họ nhiều tuổi.
Đối diện với câu hỏi “Tại sao lại chiến đấu?”, họ sẽ trả lời thế nào…?
Điều gì đã gọi “Tử thần” quay trở lại “địa ngục”…?",86.100 đ,-18%,(4 đánh giá),29584
Sách Trong Nước,Văn học,Hài Hước - Truyện Cười,Chỉ Tại Vợ Tôi Gợi Tình,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_23112.jpg,Chỉ Tại Vợ Tôi Gợi Tình,David Foenkinos,Hội Nhà Văn,14-Jul,Bìa Mềm,"Đàn ông sinh ra là dành cho đàn bà, sự thật ấy ai dám chối cãi. Thế mà Hector lại không như thế. Gã sinh ra là để dành cho đồ vật. Bởi gã ấy, từ thuở cha sinh mẹ đẻ, phàm là đồ vật, cái gì gã cũng sưu tầm, từ tem thư, huy hiệu, giấy gói sô cô la đến giấy khai sinh, xiên hoa quả, hộp đựng xà phòng, ngạn ngữ Croatia, vỏ sò Ấn Độ Dương, những thanh âm lúc 5 giờ sáng... (bạn đã chóng mặt chưa?)
Người ta cũng nói thế này: “cố quá thành quá cố”. Gã suýt “quá cố” vì cái thú sưu tầm quái gở ấy.Và gã quyết chí: LẤY VỢ! Cái quyết định được kỳ vọng sẽ hướng cuộc đời gã về bến bờ bình yên của hạnh phúc lứa đôi ai ngờ lại đẩy gã vào những tình huống tai quái mới, tất cả đều cùng một nguyên nhân: “CHỈ TẠI VỢ TÔI GỢI TÌNH!”
“Chỉ tại vợ tôi gợi tình! là một bộ sưu tầm những trang sách buồn cười, nơi cái điên và cái hài tranh chấp nhau từng dòng một. Thậm chí, có lúc còn tằng tịu với nhau!” - La Libération.",46.980 đ,-13%,(0 đánh giá),0
Sách Trong Nước,Văn học,Sách Ảnh,Truyện Kiều Tự Kể,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/t/r/truyen-kieu-tu-ke_bia-1.jpg,Truyện Kiều Tự Kể,Nhiều Tác Giả,NXB Kim Đồng,2020,Bìa Cứng,"Truyện Kiều Tự Kể
Truyện Kiều là kiệt tác của nền văn học Việt Nam. Các nhân vật trong tác phẩm đã được Nguyễn Du thổi hồn, khắc họa bằng ngôn từ điêu luyện, để tất cả trở nên chân thực, với sức sống vượt ra khỏi đường biên không gian và thời gian. Hai trăm năm qua, Truyện Kiều không chỉ hiện diện trong đời sống thi ca, mà từng nhân vật trong truyện thơ đã từ trang sách hội nhập vào nếp nghĩ, lời ăn tiếng nói, hòa quyện trong từng hơi thở, nhịp tim người Việt.
Nhiều thập niên qua, Truyện Kiều trở thành nguồn cảm hứng cho các loại hình nghệ thuật. Thế nhưng từng nhân vật trong truyện thơ ấy nghĩ gì? Thực ra họ là ai? Nếu sống ở hôm nay, họ muốn gì và sẽ nói gì? Những câu hỏi ấy sẽ được hé mở phần nào trong Truyện Kiều tự kể. Những bộc bạch sắc bén cùng những bức tranh tuyệt đẹp mang đến cho chúng ta cái nhìn đa diện hơn, hấp dẫn hơn về danh tác này. Để từ đó, trong hơi thở của thời đại mới, ta càng yêu hơn Truyện Kiều và Nguyễn Du.
Thông tin tác giả:
Tác giả Cao Nguyệt Nguyên
Sinh năm 1990 tại Quảng Yên, Quảng Ninh
Tốt nghiệp khoa Văn Học, trường Đại học Khoa học Xã hội và Nhân văn Hà Nội
Giải thưởng cuộc thi Truyện ngắn Tạp chí Văn nghệ Quân đội (2013 - 2014)
Giải thưởng Văn học Hạ Long (2015 - 2017)
Sách đã in
Trăng màu hổ phách (NXB Văn hóa Văn nghệ, 2015)
Chuột Chi Hô lên thành phố (NXB Mỹ Thuật, 2016)
A lê hấp - Ké Xanh (NXB Thanh Niên, 2017)
Nguyện của đêm (NXB Trẻ, 2018)
12 họa sĩ: Hoàng Giang, Thùy Dung, Khang Lê, Vườn Illustration, Lê Đức Hùng, Tuấn Thanh, Nikru, Khoa Lê, Tôn Nữ Thị Bích Trâm, Nguyễn Hoàng Dương, Cù Quyên, KAA Illustration.",180.500 đ,-5%,(0 đánh giá),0
Sách Trong Nước,Văn học,Phóng Sự - Ký Sự - Phê Bình Văn Học,Từ Câu Sai Đến Câu Hay - Tiếng Việt Giàu Đẹp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180594.jpg,Từ Câu Sai Đến Câu Hay - Tiếng Việt Giàu Đẹp,Nguyễn Đức Dân,NXB Trẻ,2019,Bìa Mềm,"Sách bàn về việc sử dụng tiếng Việt. Những lỗi cơ bản và mức độ sai khi viết câu: sai kiến thức, sai ngữ pháp, sai chính tả… Từ những ví dụ cụ thể trên báo, đài, các tác phẩm văn học, kho tàng ca dao tục ngữ, thành ngữ Việt Nam, tác giả hướng bạn đọc đến cách tiếp cận vấn đề, nhận ra những lỗi câu, đánh giá mức độ sai và tìm cách chỉnh sửa cho phù hợp. Bước đầu chính là sửa câu sai thành câu đúng. Cao hơn nữa là từ câu đúng chỉnh làm sao để được một câu hay. Những cái sai và cái hay được bàn đến rất phổ biến trong báo chí và đời sống, nhưng ít ai nhận ra vì đôi khi có những có những lỗi cố hữu trong cách sử dụng từ ngữ mà hiện nay hầu như không ai nhận ra nữa, đó là do hiện tượng “để lâu câu sai hóa… đúng”. “Người khôn ăn nói nửa chừng/ Để cho kẻ dại nửa mừng nửa lo”, dạng câu nửa chừng được nhắc đến trong câu trên gọi là câu mơ hồ, câu mơ hồ cũng được xem là một vũ khí lợi hại trong ngoại giao… Cùng rất nhiều vấn đề thú vị và bổ ích khác nữa.",108.800 đ,-15%,(0 đánh giá),0
Sách Trong Nước,Văn học,12 Cung Hoàng Đạo,Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Kim Ngưu (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186559.jpg,Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Kim Ngưu (Tái Bản 2019),Nhiều Tác Giả,NXB Kim Đồng,2019,Bìa Mềm,"Cùng nhau bước vào hành trình khám phá:

- Những điều cực thú vị về tính cách tiềm ẩn của bạn.

- Hiểu hơn về sở thích, ưu điểm, nhược điểm của bản thân.

- Hoàn thiện mình bằng cách phát huy các thế mạnh sẵn có của mỗi cung tuổi và khắc phục những điểm yếu trong tính cách của mình.

- Gỡ rối những xích mích với bạn bè và gà bông.

- Nhận ra những tố chất của bản thân, giúp có những lựa chọn nghề nghiệp, công việc phù hợp.",17.100 đ,-10%,(0 đánh giá),0
Sách Trong Nước,Văn học,Hài Hước - Truyện Cười,101 Truyện Cười Tình Yêu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_235110.jpg,101 Truyện Cười Tình Yêu,Đức Anh,NXB Dân Trí,2016,Bìa Mềm,"Tình yêu luôn mang đến cho chúng ta những cung bậc khác nhau của cảm xúc: mộ chút giận hờn vu vơ, một chút lãng mạn vừa đủ và không thể thiếu cả những nụ cười.

101 Truyện Cười Tình Yêu sẽ mang đến cho độc giả những giây phút vui vẻ thông qua những câu chuyện hóm hỉnh, hài hước của các cặp đôi.",52.000 đ,null,(0 đánh giá),0
Sách Trong Nước,Văn học,Tác giả - Tác Phẩm,Danh Tác Việt Nam - Tập Án Cái Đình,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_178440.jpg,Danh Tác Việt Nam - Tập Án Cái Đình,Ngô Tất Tố,NXB Văn Học,2018,Bìa Mềm,"Tập Án Cái Đình là một thiên phóng sự đăng lần đầu tiên trên báo ""Con Ong"" từ số 18/10/1939. Tập án cái đình viết về những hủ tục ở chốn đình trung, đặc biệt là những lễ nghi phiền phức, hủ bại. Ở đây thiên Phóng sự nghiêng về mặt miêu tả những phong tục, nói cho đúng hơn là những hủ tục kỳ quái được duy trì ở nông thôn. Nó cung cấp được nhiều tài liệu về mặt xã hội học. 

Trí Việt Books mới cho phát hành thiên phóng sự Tập án cái đình, để giúp bạn đọc cảm nhận rõ hơn về những tập tục một thời.",26.000 đ,-40%,(0 đánh giá),0
Sách Trong Nước,Văn học,Ngôn Tình,All In Love - Ngập Tràn Yêu Thương (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_38340.jpg,All In Love - Ngập Tràn Yêu Thương (Tái Bản 2020),Cố Tây Tước,NXB Phụ Nữ,2020,Bìa Mềm,"Từ Vi Vũ hơi mắc bệnh sạch sẽ, có chút bỉ ổi, có chút mặt dày, tuy nhiên trước mặt người ngoài anh luôn hào hoa phong nhã, sống tách biệt, độc lập, lạnh lùng mà kiêu ngạo, lạnh lùng mà xa cách, trong sự xa cách ấy lại toát lên sự cao quý. Nhưng cứ về đến nhà, anh liền biến thành quý ông “thích cởi”, luôn miệng kêu: “Tắm, tắm, tắm! Cố Thanh Khê, em có muốn đến chà đạp anh không?”

Cố Thanh Khê luôn nghĩ, con người này còn có thể bỉ ổi hơn được nữa không?

Nếu không sẽ là:

“Vợ ơi, mau nấu cơm cho anh, yêu cầu hợp pháp đấy!”

“Vợ ơi, hôm nay đi xem phim nhé! Yêu cầu hợp pháp đấy!”

“Thanh Khê, hát tặng anh một bài đi, yêu cầu hợp pháp đấy!”

Mỗi lần như thế, bạn Cố Thanh Khê lại phải cố kiềm chế không xử lý anh một cách phi pháp.

Hạnh phúc là gì?

Hạnh phúc là mười ba năm trước, cứ tan học về, có một cậu bé lại đi hình chữ S đến trước mặt bạn.

Mười ba năm sau, vẫn cậu bé đó ôm bạn vào lòng, thủ thỉ: “Cố Thanh Khê, cả tuổi thanh xuân của anh đều dành hết cho em, thế nên em phải có trách nhiệm với anh đấy!”",95.200 đ,-20%,(6 đánh giá),0
Sách Trong Nước,Văn học,Truyện ngắn - Tản Văn,Vui Vẻ Không Quạu Nha 2 - Một Cuốn Sách Buồn… Cười,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935325000157.jpg,Vui Vẻ Không Quạu Nha 2 - Một Cuốn Sách Buồn… Cười,Ở Đây Zui Nè,NXB Phụ Nữ Việt Nam,2021,Bìa Mềm,"“Tôi lúc 6 tuổi: Mẹ ơi, 25 tuổi con sẽ mua cho mẹ một căn nhà lớn và chiếc xe hơi!
Tôi lúc 25 tuổi: Mẹ yêu, shipper đến rồi con còn thiếu 20k để nhận hàng.”
Đúng là tuổi trẻ chưa trải sự đời, lớn rồi mới biết hóa ra cuộc đời không chỉ có màu hồng, không phải cái gì mình thích, mình muốn là a lê hấp bạn sẽ có được ngay, mà trái lại - bạn phải vật lộn với đủ thứ, dù chỉ đơn giản là để sống một đời bình thường thôi.
Nhưng mà hỏi thật lòng nhé, cuộc đời thực sự “khó ở” và “buồn” tới vậy à?
Nếu mà có, thì xin mời bạn mở ngay cuốn sách mới tinh này của Skybooks, “Một cuốn sách buồn… cười” để thấy hóa ra đời cũng khá là buồn… cười! Tinh túy và mang siêu năng lực “hút hồn” khiến bạn không thể rời mắt, “Một cuốn sách buồn… cười” - tác phẩm thứ hai nối tiếp thành công của cuốn sách Bestseller “Vui vẻ không quạu nha” từ tác giả Ở Đây Zui Nè sẽ khiến bạn cười như chưa bao giờ được cười sau những giờ chiến đấu với cuộc đời đầy căng thẳng!
Mang đậm tính hài hước, tếu táo và trẻ trung của Gen Z, đây sẽ là một cuốn sách dễ dàng khiến nhiều người thích thú bởi như nhìn thấy chính bản thân trong từng trang sách:
“Có thể bạn thấy tôi bình tĩnh với mọi thứ. Nhưng thực ra trong đầu tôi đã bỏ cuộc 7749 lần”. 
“Vì đây là cuộc sống, nên ngày trước bạn có thể khóc vì người yêu cũ, và tiếp theo bạn thả thính đu dây một lúc với bảy người!”
“Bạn có biết là con gái luôn đọc tin nhắn trong bảng xem trước. Nhưng họ chỉ trả lời khi họ thật sự muốn trả lời.”
Nhỏ nhắn, nhưng dí dỏm một cách đầy thông minh, tác giả Ở Đây Zui Nè sẽ biến đủ thứ rắc rối thường ngày vẫn làm bạn đau đầu như chuyện “sừng”, chuyện sắm đồ online, chuyện bạn bè, chuyện lương lậu, gia đình... thành những chuyện dễ thở và bớt bực bội hơn rất nhiều.
“Một cuốn sách buồn… cười” hi vọng siêu phẩm độc đáo này sẽ giúp bạn “đắm mình” trong bể muối để mặn mòi từ da dẻ, thư giãn và điều chỉnh tâm trạng theo cách nghịch ngợm mà đơn giản nhưng hiệu nghiệm nhất!
Vì cuộc đời vốn không dễ dàng, sao chúng mình không sống nó theo một cách khác? Hạnh phúc hơn, theo một cách buồn... cười nhỉ?",64.780 đ,-18%,(0 đánh giá),0
Sách Trong Nước,Văn học,Hài Hước - Truyện Cười,Truyện Trạng Quỳnh Và Xiển Bột (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_236057.jpg,Truyện Trạng Quỳnh Và Xiển Bột (Tái Bản),Trọng Miễn,NXB Thanh Hóa,2021,Bìa Mềm,"Trong kho tàng văn học dân gian Việt Nam, truyện Trạng Quỳnh và Xiển Bột thuộc loại truyện cười đặc sắc nhất. Đặc sắc bởi vì các câu chuyện không chỉ mang lại tiếng cười mà còn có tính chiến đấu cao; phê phán, giễu cợt, chống đối, lật nhào từ vương quyền đến thần quyền, từ vua chúa đến quan lại, từ bọn thực dân xâm lược đến bọn phong kiến bán nước. 

Sau tiếng cười hả hê, hiện lên là những kẻ mất nhân cách, dốt nát, xảo quyệt, gian tham, tàn ác, vào luồn ra cúi; những thói hư tật xấu của con người... Bên cạnh tiếng cười đả kích còn có tiếng cười dí dỏm nhẹ nhàng khi tự trào, đùa cợt bạn bè, người thân.",56.580 đ,-18%,(0 đánh giá),0
Sách Trong Nước,Văn học,Du Ký,Erasmus - 730 Ngày Du Và Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_45245.jpg,Erasmus - 730 Ngày Du Và Học,NXB Thanh Niên,NXB Thanh Niên,2020,Bìa Mềm,"DU HỌC là một giấc mơ của nhiều người!

Nhưng liệu bạn đã sẵn sàng:

– Bạn đau răng khôn muốn chết, đi bệnh viện thế nào?

– Bạn mất sạch tiền, passport, điện thoại khi đang đi du lịch ở một nơi rất xa, và … cảnh sát không nói tiếng Anh?

– Bạn nghĩ việc ăn uống dễ dàng? Chúc may mắn với những nơi đắt đỏ như Bắc Âu, Thụy Sĩ.

Erasmus – 730 ngày DU & HỌC là quyển sách được viết bởi 17 tác giả được học bổng toàn phần Erasmus Mundus của Liên Minh Châu Âu. Được viết ở 25 thành phố, viết bởi các tác giả có chuyên ngành khác nhau, trải nghiệm sống và cá tính khác nhau, sách sẽ cho các bạn những mảnh ghép đa dạng của một cuộc sống DU & HỌC nhiều màu sắc.",119.200 đ,-20%,(0 đánh giá),0
Sách Trong Nước,Văn học,Tiểu thuyết,Totto-Chan Bên Cửa Sổ (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_181775.jpg,Totto-Chan Bên Cửa Sổ (Tái Bản 2019),Kuroyanagi Tetsuko,NXB Hội Nhà Văn,2019,Bìa Mềm,"Vừa vào lớp một được vài ngày, Totto-chan đã bị đuổi học!!!

Không còn cách nào khác, mẹ đành đưa Totto-chan đến một ngôi trường mới, trường Tomoe. Đấy là một ngôi trường kỳ lạ, lớp học thì ở trong toa xe điện cũ, học sinh thì được thoả thích thay đổi chỗ ngồi mỗi ngày, muốn học môn nào trước cũng được, chẳng những thế, khi đã học hết bài, các bạn còn được cô giáo cho đi dạo. Đặc biệt hơn ở đó còn có một thầy hiệu trưởng có thể chăm chú lắng nghe Totto-chan kể chuyện suốt bốn tiếng đồng hồ! Chính nhờ ngôi trường đó, một Totto-chan hiếu động, cá biệt đã thu nhận được những điều vô cùng quý giá để lớn lên thành một con người hoàn thiện, mạnh mẽ.

Totto-chan bên cửa sổ là cuốn sách gối đầu giường của nhiều thế hệ trẻ em trên toàn thế giới suốt ba mươi năm nay. Sau khi xuất bản lần đầu vào năm 1981, cuốn sách đã gây được tiếng vang lớn không chỉ ở Nhật Bản mà còn trên toàn thế giới. Tính đến năm 2001, tổng số bản sách bán ra ở Nhật đã lên đến 9,3 triệu bản, trở thành một trong những cuốn sách bán chạy nhất trong lịch sử ngành xuất bản nước này. Cuốn sách đã được dịch ra 33 thứ tiếng khác nhau, như Anh, Pháp, Đức, Hàn Quốc, Trung Quốc…Khi bản tiếng Anh của Totto-chan được xuất bản tại Mỹ, tờ New York Times đã đăng liền hai bài giới thiệu trọn trang, một “vinh dự” hầu như không tác phẩm nào có được.",83.300 đ,-15%,(59 đánh giá),29469
Sách Trong Nước,Văn học,"Thơ ca, tục ngữ, ca dao, thành ngữ",Hàn Mạc Tử - Thơ Và Đời,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_130959.jpg,Hàn Mạc Tử - Thơ Và Đời,NXB Văn Học,NXB Văn Học,2017,Bìa Mềm,"Hàn Mạc Tử - Thơ Và Đời 
Hàn Mạc Tử, Lệ Thanh, Phong Trần là các bút danh khác của ông. Ông có tài năng làm thơ từ rất sớm khi mới 16 tuổi. Ông cũng đã từng gặp gỡ Phan Bội Châu và chịu ảnh hưởng khá lớn của chí sỹ nàyTrước đây vì thành kiến sai lầm rằng đây là căn bệnh truyền nhiễm nên bao nhiêu bệnh nhân đã bị hắt hủi, cách ly, xa lánh thậm chí bị ngược đãi , thì Hàn Mặc Tử cũng không là ngoại lệ. Lúc này, gia đình ông phải đối phó với chính quyền địa phương vì họ đã hay tin ông mắc căn bệnh truyền nhiễm, đòi đưa ông cách ly với mọi người. Sau đó gia đình phải đưa ông trốn tránh nhiều nơi, xét về mặt hiệu quả chữa trị thì đúng là phản khoa học vì lẽ ra cần phải sớm đưa ông vào nơi có đầy đủ điều kiện chữa trị nhất lúc bấy giờ là Bệnh viện phong Quy Hòa.. Trong câu chuyện với người em của thi sĩ Hàn Mặc Tử, bác sĩ Gour Vile cũng nói rằng kinh nghiệm từ các trại cùi, không có bệnh nhân nào chỉ đau có từng ấy năm mà chết được. Ông trách gia đình Hàn Mặc Tử không đưa nhà thơ đi trại phong sớm. Và bác sĩ cho rằng, Hàn Mặc Tử chết là do nội tạng hư hỏng quá nhanh do uống quá nhiều thuốc tạp nham của lang băm trước khi nhập viện phong Quy Hòa",47.560 đ,-18%,(3 đánh giá),0
Sách Trong Nước,Văn học,Tác giả - Tác Phẩm,Tinh Hoa Văn Học Việt Nam - Truyện Ngắn Vũ Trọng Phụng,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936049953583.jpg,Tinh Hoa Văn Học Việt Nam - Truyện Ngắn Vũ Trọng Phụng,NXB Văn Học,NXB Văn Học,2016,Bìa Mềm,"Tinh Hoa Văn Học Việt Nam - Truyện Ngắn Vũ Trọng Phụng 
Nhắc đến Vũ Trọng Phụng người ta nghĩ ngay tới một nhà văn tài hoa nhưng bạc mệnh. Có năng khiếu nghệ thuật từ nhỏ, ông sáng tác từ rất sớm và thử nghiệm mình trên nhiều thể loại: viết báo, viết kịch, sáng tác truyện ngắn, truyện vừa, tiểu thuyết, phê bình văn học… Nhưng có thể nói, tiểu thuyết và phóng sự là hai thể loại thành công nhất của nhà văn tài hoa này. Vũ Trọng Phụng được báo giới thời bấy giờ mệnh danh là 'ông vua phóng sự đất Bắc', là 'nhà tiểu thuyết trác việt'. 
Với giọng văn sắc sảo, mang đậm chất châm biếm, trào phúng và nội dung tư tưởng sâu sắc, các tác phẩm của Vũ Trọng Phụng đều hướng tới chủ đề hiện thực, tố cáo và vạch trần xã hội Việt Nam trước cách mạng tháng 8 - một xã hội bê bối với những tấn trò đời bi kịch. Đọc những trang văn của ông, người ta không khỏi ngậm ngùi, chua chát. Ra đi vì bệnh tật khi mới 27 tuổi đời, khi tài năng đang độ phát triển rực rỡ, Vũ Trọng Phụng để lại trong làng văn và trong lòng độc giả một chỗ trống không dễ gì khỏa lấp.",65.600 đ,-18%,(0 đánh giá),0
