ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,Phóng Sự - Ký Sự - Phê Bình Văn Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_145386.jpg,Lục Xì,Vũ Trọng Phụng,NXB Văn Học,2017,Bìa Mềm,"Lục Xì

VŨ TRỌNG PHỤNG (1912-1939) là một nhà văn, nhà báo nổi tiếng của Việt Nam vào đầu thế kỷ 20. Vũ Trọng Phụng viết nhiều thể loại nhưng nổi tiếng trên hai lĩnh vực phóng sự và tiểu thuyết. Lục xì là một phóng sự có giá trị khoa học lớn và cũng là tác phẩm nổi tiếng của nhà văn.

Vũ trọng Phụng từng nói rằng: “Viết thiên phóng sự Lục Xì tôi không phải chỉ là một nhà văn, nhưng còn là một nhà báo. Nhà báo thì phải nói sự thật cho mọi người biết. Nếu một việc đã có thực thì bổn phận của tôi chỉ là thông báo cho mọi người biết, chứ không phải là lo sợ rằng cái việc làm phận sự ấy lợi hại cho ai...”

Vũ trọng Phụng từng nói rằng: “Viết thiên phóng sự Lục Xì tôi không phải chỉ là một nhà văn, nhưng còn là một nhà báo. Nhà báo thì phải nói sự thật cho mọi người biết. Nếu một việc đã có thực thì bổn phận của tôi chỉ là thông báo cho mọi người biết, chứ không phải là lo sợ rằng cái việc làm phận sự ấy lợi hại cho ai...”

Trước tiên là về thể loại của tác phẩm và chức năng của tác giả: Nạn mại dâm thì thời nào cũng là tệ nạn xã hội, nhà báo làm ngơ sao được trước những tệ nạn xã hội thời ấy không riêng gì Vũ Trọng Phụng viết phóng sự về nạn mại dâm mà có không ít người khác nữa nhưng đem so sánh với người đồng thời thì ai cũng phải ngạc nhiên về cách đặt vấn đề của Vũ Trọng Phụng, về phương pháp đi sâu vào nghiên cứu vấn đề, về các biện pháp giải quyết vấn đề, về các chính sách của chính quyền để ngăn ngừa tệ nạn, chữa chạy nạn nhân, về cách phân tích lợi hại của các biện pháp đã thực hành đã áp dụng...

Người viết phải quan tâm thật sâu sắc đến vấn đề xã hội mới đứng ra làm các việc như thế. Và nhất là phải có tinh thần khoa học cao, có phương pháp khoa học giỏi mới làm được việc có kết quả.

Và ngày nay trong xã hội ta nạn mại dâm đâu phải đã bị xóa bỏ, những biện pháp phòng ngừa, những phương pháp chữa trị vẫn còn là quan tâm lớn của Nhà nước và nhân dân, thì đọc lại, mà phải đọc Lục xì, ta vẫn còn thấy nhiều ý kiến bổ ích.

Cuốn phóng sự này nên đọc như một cuốn sách khoa học hơn là cuốn sách văn chương. Nói như thế không phải là gạt nó ra khỏi di sản văn học của dân tộc, mà để tự hào đúng mức là ta cũng có một tác phẩm thuộc về văn chương khoa học chứ không phải chỉ toàn là sách văn chương. Vũ Trọng Phụng đã để lại cho ta một mẫu mực về văn chương phục vụ xã hội và khoa học với cuốn Lục xì.",31,20,(3 đánh giá),0,39.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_18182018_091832.jpg,Di Cảo Lưu Quang Vũ,Lưu Khánh Thơ biên soạn,NXB Trẻ,2018,Bìa Mềm,"Di Cảo Lưu Quang Vũ
Những trang nhật ký mơ mộng, lãng mạn đến những bài thơ xé rách đầy dằn vặt, đau xót tuyển từ di cảo của nhà thơ - nhà viết kịch Lưu Quang Vũ do PGS.TS Lưu Khánh Thơ biên soạn và tuyển chọn.",192,20,(4 đánh giá),0,240.000 đ
Tiếng Việt,Truyện Trinh Thám - Kiếm Hiệp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/a/n/anmanhdemgiangsinh.png,Án Mạng Đêm Giáng Sinh,Agatha Christie,NXB Trẻ,17-Dec,Bìa Mềm,"Án Mạng Đêm Giáng Sinh
Tỉ phú Simeon Lee bất ngờ mời gia đình đến nhà tụ họp mừng Giáng sinh khiến cho khách khứa không khỏi nghi ngờ. Simeon không mấy có tình cảm gia đình, và không phải mọi thành viên trong nhà đều có quan hệ tốt đẹp. Đã vậy, ông còn mời Harry, thành viên bị ghét bỏ trong gia đình, và đứa cháu gái sinh ở Tây Ban Nha, Pilar, chưa từng ai trong gia đình gặp gỡ. Simeon chủ ý bày trò chơi ác với cảm xúc của gia đình ông. Một khách không mời xuất hiện – Stephen Farr, con trai của đối tác cũ của Simeon Lee thời khai thác kim cương – khiến cho ngôi nhà đầy ắp ngờ vực khi trò chơi trở thành chết chóc.",90,18,(15 đánh giá),0,110.000 đ
Tiếng Việt,Huyền Bí - Giả Tưởng - Kinh Dị,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935250701624_2_3.jpg,Đồng Thoại Đen,Otsuichi,NXB Hồng Đức,18-Mar,Bìa Mềm,"Đồng Thoại Đen
Có một con quạ làm tổ dưới mái rạp chiếu phim. Từ hồi còn là quạ non, nó đã vừa nhấm nháp sâu béo cha mẹ mang cho, vừa ngắm nhìn màn hình trong rạp qua lỗ thủng nhỏ trên tường. Ngày qua tháng lại, cứ thích thú nhẩm theo lời thoại, nó nói được tiếng người tự lúc nào chẳng biết.
Một ngày nọ rạp chiếu phim bị phá dỡ, quạ bấy giờ đã đủ lông đủ cánh và trình độ ngôn ngữ cũng đã rất đáng kể, bèn nai nịt lên đường ngao du.
Rồi nó quen cô bé ấy, cô bé thích được tặng quà là những nhãn cầu đẫm máu. Quạ quyết tâm làm vui lòng cô dù có phải dùng mỏ khoét mắt cả nhân loại.
Dẫn nhập bằng một câu chuyện cổ tích tăm tối, xoáy sâu nỗi đau da thịt, cuốn tiểu thuyết hiếm hoi của nhà văn chuyên viết truyện ngắn Otsuichi dẫn người ta vào một thế giới ngoại cảm cô đơn, rùng rợn và u buồn.",79,21,(23 đánh giá),0,100.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_238737.jpg,Frankenstein - Hay Prometheus Thời Hiện Đại,Mary Shelley,NXB Kim Đồng,2021,Bìa Mềm,"“Hỡi Đấng Sáng Tạo đáng nguyền rủa kia! Tại sao ngài lại tạo ra một con quái vật gớm ghiếc đến nỗi ngay cả chính ngài cũng phải quay lưng lại vì ghê tởm?”

Victor Frankenstein chưa khi nào xét tới hậu quả từ nỗi ám ảnh của mình. Với lòng sốt sắng ham muốn hiểu rõ và nắm bắt bí mật của cuộc sống, anh bỏ bê gia đình và bạn bè, cô lập bản thân khỏi thế giới, chẳng màng tới sức khoẻ của bản thân. Frankenstein lùng sục trong các nghĩa địa để thu thập nguyên vật liệu khi đêm đến; còn ban ngày lại nghiên cứu nơi căn phòng bí mật của mình, học hỏi từ những sai lầm và hoàn thiện một sinh vật mà anh tin rằng sẽ tôn thờ mình như một vị thần. Nhưng sự kiêu ngạo này không phải là tội lỗi của anh.

Dẫu đạt được thành công sau nhiều năm vất vả, Frankenstein lại kinh hoàng trước sự gớm ghiếc mà anh đã thắp lên ngọn lửa sự sống bên trong và ruồng bỏ tạo vật của mình. Frankenstein đã thực sự tạo ra một con quái vật, không phải bằng cách tạo hình sống động cho xác chết mà bằng việc từ bỏ sự sáng tạo của mình. Và giờ, con quái vật bắt đầu trả thù...

---

Mary Shelley (1797 - 1851) là nhà văn người Anh, con gái của hai cây bút cấp tiến nổi tiếng thời đó: William Godwin và Mary Wollstonecraft. Năm 1814, bà phải lòng thi sĩ Percy Bysshe Shelley và cùng ông trốn sang Pháp, rồi ngao du khắp châu Âu. Hai người thành hôn năm 1816. Bà đã phải chịu nhiều bất hạnh trong những năm tháng kết hôn của mình, với ba trong số bốn đứa con của bà đều chết yểu, và bi kịch tiếp theo xảy ra vào năm 1822, khi Percy Shelley chết đuối ở Ý. Sau khi ông mất, Mary quay trở về Anh Quốc, cống hiến đời mình cho việc xuất bản các tác phẩm của Percy Shelley và dạy dỗ đứa con duy nhất còn sống sót của họ.

Tác phẩm nổi tiếng nhất của bà là Frankenstein; hay Prometheus Thời Hiện đại (1818, tái bản có chỉnh sửa vào năm 1831). Tiểu thuyết này là một khảo cứu đáng sợ và kịch tính về sinh tử, sự tạo lập cũng như sự huỷ diệt. Câu chuyện Gothic sởn gai ốc này của Mary Shelley, vốn dĩ ra đời sau một cơn ác mộng năm 1816 hồi bà mới chỉ là một thiếu niên, về sau trở thành một trong những tác phẩm hư cấu kinh dị nổi tiếng nhất thế giới, và đến nay vẫn là một nghiên cứu đầy chấn động về giới hạn của óc sáng tạo con người.

---

Một ấn phẩm của WINGS BOOKS - Thương hiệu sách trẻ của NXB Kim Đồng.",94,10,(0 đánh giá),0,105.000đ
Tiếng Việt,Hài Hước - Truyện Cười,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786047707348_1.jpg,Funny Folk Tales In Việt Nam (Truyện Cười Việt Nam),NXB Thế Giới,NXB Thế Giới,2014,Bìa Mềm,"Funny Folk Tales In Việt Nam (Truyện Cười Việt Nam)
Cuốn sách là tập hợp các câu chuyển cười hay vui được biên soạn với ngôn ngữ tiếng anh.",45,10,(0 đánh giá),0,115.000đ
Tiếng Việt,Tuổi teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_237754.jpg,Mật Ngữ 12 Chòm Sao (Tái Bản 2020),Asbook,NXB Thế Giới,2021,Bìa Mềm,"“Vòng tròn hoàng đạo” (đường đi của Mặt Trời), tiếng Anh là Horoscope, tiếng Hy Lạp là Zodiac (vòng tròn của các linh vật), là một khái niệm Chiêm tinh học xuất phát từ Babylon cổ đại. Sở dĩ có cái tên “Zodiac” (vòng tròn của các linh vật), vì vùng hoàng đạo (hoàng đới) được chia làm 12 cung, gọi tên bằng 12 chòm sao mà phần lớn những tên này được lấy từ tên động vật.

Theo các nhà Chiêm tinh học, vào mỗi tháng Mặt Trời sẽ đi qua một trong mười hai chòm sao đặc biệt nêu trên. Vì vậy tính cách và vận mệnh của người sinh ra trong khoảng thời gian Mặt Trời đi qua chòm sao nào sẽ bị chòm sao đó ảnh hưởng ít nhiều. Đó chính là cơ sở cho việc xét đoán tính cách con người thông qua “12 cung hoàng đạo” hay “12 chòm sao” như được ghi trong cuốn sách này.

Tìm hiểu về tính cách và vận mệnh con người theo Chiêm tinh cũng như khái niệm về vòng tròn hoàng đạo là một môn khoa học thâm sâu với nhiều mặt phức tạp cần nhiều thời gian cũng như công sức để nghiên cứu. Mật Ngữ 12 Chòm Sao với ý nghĩa “Giải mã ngôn ngữ bí mật 12 chòm sao” không phải là một cuốn sách nghiên cứu chuyên sâu về Chiêm tinh học với đầy đủ các khía cạnh khoa học của nó, mà là cẩm nang tổng hợp và tóm lược các bài phân tích cơ bản về tính cách con người theo 12 cung hoàng đạo từ nhiều nguồn khác nhau dưới dạng ngắn gọn, súc tích và hài hước nhất có thể, từ đó phổ biến khái niệm về cung hoàng đạo rộng rãi hơn đến đại bộ phận giới trẻ.

Rốt cuộc huyền thoại của các chòm sao bắt nguồn từ đâu, những đặc tính nổi bật của từng chòm sao có gì đáng yêu, có gì đáng ghét? Các chòm sao đón chờ điều gì từ bản thân và những người xung quanh? 12 chòm sao sẽ làm gì, sẽ xử lý các tình huống cụ thể thế nào trong cuộc sống, quan niệm về tình yêu, tiền bạc, sức khỏe, thậm chí mức độ thông minh hay ngốc nghếch của các chòm sao có tác động gì đến cuộc sống của bạn hay không?",65,18,(0 đánh giá),0,80.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_229726.jpg,Gió Và Tình Yêu Thổi Trên Đất Nước Tôi,Lưu Quang Vũ,NXB Hội Nhà Văn,2021,Bìa Mềm,"""Trên mái nhà, cao vút rừng cây

Trên rừng cây, những đám mây xô dạt

Trên ngày tháng, trên cả niềm cay đắng

Thơ tôi là mây trắng của đời tôi.""",118,13,(0 đánh giá),0,136.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_39558.jpg,Nhẹ Bước Lãng Du (Tái Bản 2020),NXB Tổng Hợp TPHCM,NXB Tổng Hợp TPHCM,2020,Bìa Mềm,"Cuốn sách tập hợp nhiều bài viết là những liên tưởng thú vị, cảm nhận tinh tế, cảm xúc dạt dào trước vẻ đẹp ở những nơi mà tác giả có dịp đặt chân đến trên bước đường “lãng du” của mình. Đó là Hy Lạp với thánh địa Delphi dìu dặt giữa mộng và thực, đó là Pháp với dòng sông Seine chảy trôi dưới cầu Mirabeau, vũ điệu Flamenco ở Barcelona, đến lăng mộ TJ Mahal nổi tiếng ở Ấn Độ, Hoa Thanh Trì với bức tượng Dương Quý Phi đẹp ngọc ngà, tháp Đại Nhạn ghi dấu công lao dịch kinh Phật của Đường Tam Tạng, hoa anh đào rộ nở trên đất Nhật Bản…



Đó còn là tình cảm sâu sắc, đậm đà với đất nước qua những lần ra Hà Nội viếng Văn Miếu Quốc Tử Giám, qua những dòng sông cây cầu trên khắp mọi miền Tổ quốc… Đọc cuốn sách, ta như được phiêu lưu khắp thế giới, như được tận mắt chứng kiến cũng như có những am hiểu về lịch sử và quá trình hình thành của nhiều danh lam thắng cảnh, hiểu được cuộc đời của các bậc vĩ nhân.



Như lời tác giả tâm sự, “không phải là nhà du khảo, người viết chỉ mong sẻ chia những gì thấy và cảm khi nhẹ bước lãng du”, hy vọng quý độc giả cũng sẽ tìm thấy được sự sẻ chia qua lời văn bình dị, mộc mạc của cuốn sách, cùng tác giả “nhẹ bước lãng du”.",164,20,(0 đánh giá),0,205.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974156390.jpg,Ngũ Quái Sài Gòn 18 - Bí Mật Động Thiên Cung,Bùi Chí Vinh,NXB Trẻ,2018,Bìa Mềm,"Ngũ Quái Sài Gòn - Tập 18: Bí Mật Động Thiên Cung
Nhóm thiếu niên dũng cảm tiếp tục hành hiệp trượng nghĩa, ra tay phá thêm 2 vụ án với nhiều tình tiết ly kì bì ẩn và không kém hiểm nguy. Tập 18 gồn 2 vụ án: Bí mật động thiên cung và Cơn ác mộng kim cương
Ngũ quái Sài Gòn là bộ sách khá nổi tiếng của tác giả Bùi Chí Vinh đã ra đời cách đây 20 năm. Vào thời điểm ra mắt, bộ sách đã được bạn đọc đón nhận nồng nhiệt và đã được chuyển thể thành phim truyền hình 15 tập. Sách và phim đều xoay quanh những vụ án và diễn biến phức tạp của bọn tội phạm đa phần là những thanh thiếu niên sống lang thang và thiếu sự giáo dục của xã hội và gia đình. Trước hiện thực đó, một nhóm 5 thiếu niên đã thành lập nhóm ngũ quái, và bằng những kĩ năng khác nhau, họ âm thầm giúp lực lượng cảnh sát chống phá những băng nhóm tội phạm nguy hiểm. Không sợ nguy hiểm, hành động với mục đích mang lại hòa bình và trật tự cho thành phố là phương châm của nhóm.",42,15,(0 đánh giá),0,50.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974143642.jpg,"Rong Ruổi Scotland Cùng Anh, Em Nhé!",Nguyễn Thị Kim Ngân,NXB Trẻ,16-Nov,Bìa Mềm,"Rong Ruổi Scotland Cùng Anh, Em Nhé!
Một cô gái trẻ cùng với bạn đồng hành rong ruổi qua vùng đất Scotland trong mùa đông lạnh giá với con Campervan già nua, cũ kĩ.  Cùng nhau, họ đã đi qua những con đường ngập chìm trong tuyết trắng hay gào thét đến lạc giọng giữa cơn mưa điên cuồng trên mảnh đất trong bộ phim tử địa Skyfall của chàng điệp viên 007,… Qua cuộc hành trình, vùng đất Scotland hiện ra trong dáng vẻ bình yên nhưng không kém phần hùng vĩ.",55,18,(1 đánh giá),0,68.000 đ
Tiếng Việt,Hài Hước - Truyện Cười,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_216919.jpg,Những Người Thích Đùa (Tái Bản 2020),Azit Nêxin,NXB Dân Trí,2020,Bìa Mềm,"Azit Nexin là nhà văn trào phúng nổi tiếng của đất nước Thổ Nhĩ Kỳ. Những chi tiết nhỏ nhặt trong cuộc sống như chuyện uống trà, cưới hỏi, vệ sinh ăn uống... qua con mắt của Nexin đều mang một ý nghĩa hài hước và thú vị bởi ông luôn có những liên tưởng hết sức độc đáo, sáng tạo.

Chuyện tình đẫm lệ

Cuộc truy tìm dấu vết cà chua

Giới quý tộc làng chúng tôi

Cuộc chiến chống các ngôi sao điện ảnh

Ẩu đả trong bóng tối

Tình vỡ mộng tan

Gửi người ngồi ghế phô-tơi

Nỗi bất hạnh của chúng ta là ở đó

Xứ sở của những người ngáp

Giấc mơ Mỹ

...",56,20,(0 đánh giá),0,71.000 đ
Tiếng Việt,Huyền Bí - Giả Tưởng - Kinh Dị,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/e/ieu_ky_dieu_cua_tiem_tap_hoa.u547.d20160729.t172831.jpg,Điều Kỳ Diệu Của Tiệm Tạp Hóa Namiya (Tái Bản 2018),Higashino Keigo,NXB Hội Nhà Văn,2018,Bìa Mềm,"Điều Kỳ Diệu Của Tiệm Tạp Hóa (Tái Bản 2018)
Một đêm vội vã lẩn trốn sau phi vụ khoắng đồ nhà người, Atsuya, Shota và Kouhei đã rẽ vào lánh tạm trong một căn nhà hoang bên con dốc vắng người qua lại. Căn nhà có vẻ khi xưa là một tiệm tạp hóa với biển hiệu cũ kỹ bám đầy bồ hóng, khiến người ta khó lòng đọc được trên đó viết gì. Định bụng nghỉ tạm một đêm rồi sáng hôm sau chuồn sớm, cả ba không ngờ chờ đợi cả bọn sẽ là một đêm không ngủ, với bao điều kỳ bí bắt đầu từ một phong thư bất ngờ gửi đến…
Tài kể chuyện hơn người đã giúp Keigo khéo léo thay đổi các mốc dấu thời gian và không gian, chắp nối những câu chuyện tưởng chừng hoàn toàn riêng rẽ thành một kết cấu chặt chẽ, gây bất ngờ từ đầu tới cuối.",84,20,(201 đánh giá),30885,105.000 đ
Tiếng Việt,Hài Hước - Truyện Cười,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_221285.jpg,Kho Tàng Truyện Tiếu Lâm Việt Nam (Tái Bản 2021),Đức Thành,NXB Dân Trí,2021,Bìa Mềm,"Kho Tàng Truyện Tiếu Lâm Việt Nam (Tái Bản 2021)

Tuyển tập câu chuyện hài hước, giải trí. Bên cạnh đó là những trào phúng và bài học rút ra từ những câu chuyện ngắn.",53,18,(0 đánh giá),0,65.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_48344.jpg,Bí Mật Thành Paris - Tập 1 - Tặng Kèm 1 Bookmark + 2 Postcard,Eugene Sue,NXB Hội Nhà Văn,2020,Bìa Mềm,"BÍ MẬT THÀNH PARIS

Về tác giả:

Eugène Sue sinh năm 1804 trong một gia đình trung lưu giàu có tại Paris. Cha ông là Joseph Sue, một bác sĩ phẫu thuật từng chữa bệnh cho nhiều nhân vật lớn như Hoàng hậu Joséphine, Hoàng đế nước Áo, vua Louis XVIII... Thời trẻ, Eugène Sue khá nổi loạn, Sue rời trường học mà không có bằng cấp và gia nhập Hải quân Pháp vào năm 1823 để học nghề bác sỹ phẫu thuật. Ông đi thuyền đến Châu Á, Châu Phi và Châu Mỹ, tận mắt chứng kiến những cảnh buôn bán nô lệ, lao động khổ sai...

Năm 1829, cha ông qua đời, Sue xuất ngũ và trở về Paris thừa kế tài sản gia đình, đồng thời bắt đầu sự nghiệp văn học, báo chí của mình.

Kinh nghiệm trong hải quân đã cung cấp cho ông nhiều tư liệu để viết những cuốn tiểu thuyết hàng hải đầu tiên: Kernock le pirate (1830), Atar-Gull (1831), La Salamandre (1832).. Sau đó ông chuyển sang viết tiểu thuyết lịch sử với các tác phẩm: Latréaumont (1837), Le Marquis de Létorière ou l'Art de plaire (1838)...

Vào những năm 1840, ông chịu ảnh hưởng mạnh mẽ bởi các tư tưởng xã hội chủ nghĩa thời kỳ đó, và cho ra đời hai tác phẩm nổi tiếng nhất trong sự nghiệp văn chương của mình: Les Mystères de Paris - Bí mật thành Paris (1842-1843) và Le Juif errant - Người Do Thái lang thang (1844-1845).

Sau cuộc Cách mạng năm 1848, Sue được bầu làm nghị viên Quốc hội, và ông đã can đảm chiến đấu chống lại chế độ độc tài ở Pháp lúc bấy giờ. Năm 1851, sau cuộc đảo chính của Louis Napoleon, Sue phải sống lưu vong ở Savoy. Ông qua đời ở Annecy, Savoy, vào ngày 3 tháng 8 năm 1857.

Về dịch giả: Nhóm dịch giả: Nguyễn Xuân Dương, Lâm Phúc Giáp, Hoàng Tiến Hành, Lưu Đức Hiên, Cao Hữu Nhu

Tác phẩm được cả Nhóm dịch giả gồm 5 dịch giả tiếng Pháp gạo cội nhất trong giới dịch giả Việt Nam; Cụ ít tuổi nhất là 96 tuổi, cụ nhiều tuổi nhất là 108 tuổi hiện còn đang sống;

Đây là tác phẩm dịch tâm huyết nhất của các cụ; Và cũng là tác phẩm được đánh giá tốt nhất và có thời gian xuất bản lâu dài nhất;

Giới thiệu nội dung:

Rodolphe, một Đại công tước xứ Gerolstein, từng phạm lỗi lầm, vì muốn chuộc tội, đã cải trang thành dân thường thâm nhập vào cuộc sống của tầng lớp dưới đáy xã hội nhằm cứu giúp những người khốn khổ, giác ngộ những tên lưu manh cùng cực và trừng phạt kẻ gian ác… Ông gặp Sơn Ca, một thiếu nữ nghèo khổ không nơi nương tựa, không biết cha mẹ là ai. Dù được Rodolphe cứu giúp, nhưng rồi Sơn Ca lại bị lũ người gian ác mưu hại, trải qua chuỗi ngày gian truân với hàng loạt biến cố trong đời…

Trong suốt hành trình phiêu lưu đầy may rủi của Rodolphe và Sơn Ca, những mảng tối bí ẩn của xã hội Paris hiện lên chân thực: những hầm rượu u tối, những căn nhà bẩn thỉu, những quán trọ hỗn độn, cùng những tấn bi kịch đau thương của mỗi gia đình... Với hàng trăm nhân vật thuộc mọi tầng lớp xuất hiện trong tác phẩm tạo nên một bức tranh rộng lớn phản ánh hiện thực xã hội Pháp đầu thế kỷ XIX thật sâu sắc, khiến người đọc không khỏi suy ngẫm.

Với ấn bản mới này, không chỉ hiệu đính, Phuc Minh Books còn bổ sung thêm 185 tranh minh họa khắc kẽm, từng được sử dụng trong phiên bản Les Mystères de Paris (Bí mật thành Paris), do NXB J. Rouff xuất bản năm 1885, nhằm giúp độc giả có cái nhìn chân thực nhất về con người và xã hội Paris thế kỷ XIX.",142,20,(0 đánh giá),0,178.000 đ
